gene,seqname,Single_copy.Broc_Anan_Tilla.,Low_copy.Broc_Anan_Tilla.,High_copy.Broc_Anan_Tilla.,Diff_expressed_CAMC3,pos_selection_CAM_shifts,gene_families_CAMC3,Angiosperm_gene,CAM-related_Acomosus_Ming2015,stomata_func,aquaporin_reg,draught_res,markers,anthocyanin_SI_Ananas,circadian_metabolism_Wai2017,malateTransferase_Assimilation_Carbohydrates,fllavonoid_anthocyanin_Pitcairnia_PS,pos_sel_portullugo,glucogenesis_glycolysis,circadian_clock,type,average_exon_size,nr_exons_per_gene,total_exonic_size,min_exon_size
Aco009385,LG22,yes,no,no,yes,NA,NA,NA,,,,,,,,,NA,NA,,,NA,341.5,2,683,254
Aco009388,LG22,yes,no,no,NA,NA,NA,NA,,,,,,,,,NA,NA,,,NA,332.25,4,1329,198
Aco009392,LG22,yes,no,no,NA,NA,NA,NA,,,,,,,,,NA,NA,yes,,10_Glucogenesis_specific_dayC3,151.2142857,14,2117,44
Aco009409,LG22,yes,no,no,NA,NA,NA,6572,,,,,,,,,NA,NA,yes,,10_Glucogenesis_specific_dayC3,101.0769231,13,1314,44
Aco009425,LG22,yes,no,no,NA,NA,NA,NA,,,,,,,,,NA,NA,,,NA,1007.5,2,2015,966
Aco009446,LG14,yes,no,no,NA,NA,NA,NA,,,,,,,,,NA,NA,,,NA,1077,2,2154,616
Aco009453,LG14,yes,no,no,NA,NA,NA,NA,,,,,,,,,NA,NA,,,NA,531.75,4,2127,365
Aco009463,LG19,no,yes,no,yes,NA,NA,NA,,,,,,,,,NA,NA,,,NA,323,5,1615,21
Aco009469,LG01,no,yes,no,NA,NA,NA,4942,,,,,,,,,NA,NA,,,NA,205.375,8,1643,35
Aco009474,LG01,no,yes,no,NA,NA,NA,6660,,,,,,,,,NA,NA,yes,,10_Glucogenesis_specific_dayC3,104.3333333,9,939,58
Aco009477,LG01,no,yes,no,NA,NA,NA,NA,,,,,,,,,NA,NA,,,NA,737,1,737,737
Aco009484,LG01,no,yes,no,yes,NA,NA,NA,,,,,,,,,NA,NA,,,NA,324.25,4,1297,67
Aco009499,LG01,yes,no,no,NA,NA,NA,NA,,,,,,,,,NA,NA,,,NA,685,2,1370,622
Aco009508,LG01,no,no,yes,NA,NA,NA,NA,,,,,,,,,NA,NA,yes,,10_Glucogenesis_specific_dayC3,223.2857143,14,3126,116
Aco009511,LG01,yes,no,no,NA,yes,NA,NA,,,,,,,,,NA,NA,,,NA,548,3,1644,238
Aco009513,LG01,no,yes,no,NA,NA,NA,NA,,,,yes,,,,,NA,NA,,,06_Drough_resistance_genes_LEA,182,1,182,182
Aco009514,LG01,no,yes,no,NA,NA,NA,NA,,,,yes,,,,,NA,NA,,,06_Drough_resistance_genes_LEA,125,2,250,13
Aco009532,LG01,yes,no,no,NA,NA,NA,NA,,,,,,,,,NA,NA,,,NA,286.8333333,6,1721,155
Aco009549,LG01,yes,no,no,NA,yes,NA,NA,,,,,,,,,NA,NA,,,NA,2039,1,2039,2039
Aco009551,LG01,yes,no,no,NA,NA,NA,NA,,,,,,,,,NA,NA,,,NA,173.4,5,867,81
Aco009559,LG01,yes,no,no,NA,NA,NA,NA,,,,,,,,,NA,NA,,,NA,302.2,5,1511,127
Aco009566,LG01,yes,no,no,NA,NA,NA,6110,,,,,,,,,NA,NA,,,NA,566,1,566,566
Aco009569,LG01,yes,no,no,NA,NA,NA,NA,,,,,,,,,NA,NA,,,NA,542.2,5,2711,162
Aco009577,LG01,yes,no,no,NA,NA,NA,NA,,,,,,,,,NA,NA,,,NA,368.4285714,7,2579,115
Aco009587,LG01,yes,no,no,NA,NA,NA,NA,,,,,,,,,NA,NA,yes,,10_Glucogenesis_specific_dayC3,466,3,1398,238
Aco009588,LG01,yes,no,no,NA,NA,NA,NA,,,,,,,,,NA,NA,yes,,11_Glycolysis_night_C4_malate_pathway,123.8235294,17,2105,31
Aco009592,LG01,yes,no,no,NA,NA,NA,NA,,,,,,,,,NA,NA,,,NA,794,2,1588,609
Aco009599,LG01,no,yes,no,NA,NA,NA,NA,,,,,,,,,NA,NA,,,NA,191.75,4,767,16
Aco009600,LG01,no,yes,no,NA,NA,NA,NA,,,,,,,,,NA,NA,,,NA,641,1,641,641
Aco009612,LG01,yes,no,no,NA,NA,NA,NA,,,,,,,yes,,NA,NA,,,00_#W_CircadianOscillator_cycling_DOF_F1,862.5,2,1725,260
Aco009627,LG01,no,yes,no,NA,NA,NA,NA,,,,yes,,,,,NA,NA,,,06_Drough_resistance_genes_LEA,428,2,856,162
Aco009639,LG01,no,yes,no,NA,NA,NA,NA,,,,,,,,,NA,NA,yes,,10_Glucogenesis_specific_dayC3,1033,2,2066,685
Aco009644,LG01,no,yes,no,NA,NA,NA,NA,,,,,,,,,NA,PREDICTED: Beta vulgaris subsp. vulgaris glucose-1-phosphate adenylyltransferase large subunit 3_ chloroplastic/amyloplastic (LOC104883901)_ transcript variant X1_ mRNA,yes,,10_Glucogenesis_specific_dayC3,129.6,15,1944,55
Aco009645,LG01,no,yes,no,yes,NA,NA,NA,,,,,,,,,NA,NA,,,NA,353.1666667,24,8476,72
Aco009647,LG01,yes,no,no,NA,NA,NA,6601,,,,,,,,,NA,NA,,,NA,93.8,10,938,14
Aco009654,LG01,yes,no,no,NA,NA,NA,NA,,,,,,,,,NA,NA,,,NA,388.8,5,1944,152
Aco009662,LG01,yes,no,no,NA,NA,NA,NA,,,,,,,,,NA,NA,,,NA,404.5,4,1618,125
Aco009673,LG01,yes,no,no,NA,NA,NA,NA,,,,,,,,,NA,PREDICTED: Beta vulgaris subsp. vulgaris histone acetyltransferase GCN5 (LOC104894583)_ mRNA,,,NA,161.8461538,13,2104,43
Aco009686,LG01,yes,no,no,NA,NA,NA,NA,,,,,,,,,NA,NA,,,NA,656.5,2,1313,344
Aco009689,LG01,yes,no,no,NA,NA,NA,NA,,,,,,,,yes,NA,NA,,,09_Circadian_clock,124.1,10,1241,42
Aco009713,LG01,yes,no,no,NA,NA,NA,NA,,,,,,,,,NA,NA,yes,,10_Glucogenesis_specific_dayC3,305,3,915,71
Aco009744,LG10,yes,no,no,NA,NA,NA,NA,,,,,,,,,NA,NA,,,NA,501.6666667,3,1505,131
Aco009779,LG10,NA,NA,NA,NA,NA,NA,NA,,yes,,,,,,,NA,NA,,,01d_Auxin_reponse_factor,433.3333333,3,1300,138
Aco009780,LG10,no,no,yes,NA,NA,NA,NA,,,,,,,,,NA,PREDICTED: Glycine max protein argonaute 1-like (LOC100778754)_ mRNA,,,NA,156,20,3120,63
Aco009790,LG10,yes,no,no,NA,NA,NA,NA,,,,,,,,,NA,NA,,,NA,726.5,2,1453,488
Aco009794,LG10,yes,no,no,yes,NA,NA,NA,,,,,,,,,NA,NA,,,NA,259.5,6,1557,161
Aco009801,LG10,yes,no,no,NA,NA,NA,NA,,,,,,,,,NA,NA,,,NA,554.6666667,3,1664,264
Aco009807,LG10,no,yes,no,NA,NA,NA,NA,,,,,,,,,STA_L_flavonoid glucosyl-transferase,NA,,,NA,458,4,1832,113
Aco009813,LG10,yes,no,no,NA,NA,NA,NA,,,,,,,,,NA,NA,,,NA,529.5,6,3177,116
Aco009822,LG10,yes,no,no,NA,NA,NA,NA,,,,,,,,,NA,NA,,,NA,632.6666667,3,1898,175
Aco009889,LG10,yes,no,no,NA,NA,NA,6528,,,,,,,,,NA,NA,,,NA,269.75,4,1079,112
Aco009903,LG10,yes,no,no,NA,NA,NA,NA,,,,,,,,,NA,NA,,,NA,388.3333333,3,1165,202
Aco009914,LG10,yes,no,no,NA,NA,NA,NA,,,,,,,,,NA,NA,,,NA,351,6,2106,198
Aco009924,LG10,yes,no,no,NA,NA,NA,NA,,,,,,,,,NA,NA,,,NA,596.5,4,2386,200
Aco009949,LG10,no,no,yes,NA,NA,NA,NA,,,,,,,,,NA,NA,yes,,11_Glycolysis_night_C4_malate_pathway,156.9285714,14,2197,39
Aco009967,LG10,NA,NA,NA,NA,NA,NA,NA,yes,,,,,,,,NA,NA,,,00_#32_Malic_enzyme,144.85,20,2897,47
Aco009980,LG10,yes,no,no,NA,NA,NA,NA,,,,,,,,,NA,NA,,,NA,1112,1,1112,1112
Aco009989,LG10,no,yes,no,NA,NA,NA,NA,,,,,,,,,NA,NA,yes,,10_Glucogenesis_specific_dayC3,1258,2,2516,796
Aco010002,LG10,yes,no,no,NA,NA,NA,NA,,,,,,,,,NA,NA,,,NA,1415,1,1415,1415
Aco010013,LG10,yes,no,no,NA,NA,NA,NA,,,,,,,,,NA,NA,,,NA,845,2,1690,640
Aco010025,LG10,no,yes,no,NA,NA,NA,NA,,,,,yes,,,,NA,PREDICTED: Beta vulgaris subsp. vulgaris phosphoenolpyruvate carboxylase 1 (LOC104903486)_ mRNA,,,00_#MB_PEPC_10_Glucogenesis_specific_dayC3,348,10,3480,84
Aco010028,LG10,no,yes,no,NA,NA,NA,NA,,,,,,,,,NA,NA,yes,,10_Glucogenesis_specific_dayC3,173,7,1211,69
Aco010030,LG10,yes,no,no,NA,NA,NA,NA,,,,,,,,,NA,NA,yes,,11_Glycolysis_night_C4_malate_pathway,425.6666667,3,1277,345
Aco010034,LG10,yes,no,no,NA,NA,NA,NA,,,,,,,,,NA,NA,,,NA,1460,1,1460,1460
Aco010086,LG25,NA,NA,NA,yes,NA,NA,NA,,,,,,,,,NA,NA,,,NA,125.7142857,7,880,12
Aco010087,LG25,yes,no,no,NA,NA,NA,NA,,,,,,,,,NA,NA,,,NA,1985,1,1985,1985
Aco010088,LG25,yes,no,no,NA,NA,NA,NA,,,,,,,,,NA,NA,,,NA,2285,1,2285,2285
Aco010113,LG25,yes,no,no,NA,NA,NA,NA,,,,,,,,,NA,NA,,,NA,1433,1,1433,1433
Aco010116,LG25,yes,no,no,NA,NA,NA,6412,,,,,,,,,NA,NA,,,NA,234.5,4,938,126
Aco010122,LG25,no,yes,no,NA,NA,yes,NA,,,,,,,,,NA,NA,,,NA,163.25,12,1959,83
Aco010134,LG25,no,yes,no,NA,NA,NA,NA,,,,yes,,,,,NA,NA,,,06_Drough_resistance_genes_LEA,286.6666667,3,860,107
Aco010136,LG25,yes,no,no,NA,NA,NA,NA,,,,,,,,,NA,NA,,,NA,279.75,4,1119,155
Aco010148,LG25,no,yes,no,NA,NA,NA,NA,,,,,,,,,NA,Populus trichocarpa hypothetical protein (POPTR_0002s25930g) mRNA_ complete cds,,,NA,208.75,4,835,41
Aco010160,LG25,no,yes,no,NA,NA,NA,NA,,,,yes,,,,,NA,NA,,,06_Drough_resistance_genes_LEA,186.75,4,747,86
Aco010172,LG25,yes,no,no,NA,NA,NA,6458,,,,,,,,,NA,NA,,,NA,101.6315789,19,1931,20
Aco010193,LG25,no,yes,no,NA,NA,NA,7333,,,,,,,,,NA,NA,,,NA,704,1,704,704
Aco010197,LG25,no,yes,no,NA,NA,NA,5562,,,,,,,,,NA,NA,,,NA,265.75,4,1063,62
Aco010215,LG25,yes,no,no,NA,NA,NA,NA,,,,,,,,,NA,NA,yes,,11_Glycolysis_night_C4_malate_pathway,313.75,4,1255,247
Aco010217,LG25,yes,no,no,NA,NA,NA,NA,,,,,,,,,ALB_F_malonyl-coenzyme a: anthocyanin 3-o-glucoside-6 -o-malonyltransferase,NA,,,NA,1358,1,1358,1358
Aco010230,LG25,yes,no,no,NA,NA,NA,NA,,,,,,,,,NA,NA,,,NA,1184,1,1184,1184
Aco010232,LG25,yes,no,no,NA,NA,NA,NA,yes,,,,,,,,NA,PREDICTED: Beta vulgaris subsp. vulgaris malate dehydrogenase [NADP]_ chloroplastic (LOC104884197)_ mRNA,,,00_##28_Malate_dehydrogenase,117.3333333,15,1760,19
Aco010251,LG25,no,yes,no,NA,NA,NA,NA,,,yes,,,,,,NA,NA,,,02_Aquaporins,304.3333333,6,1826,30
Aco010261,LG25,yes,no,no,NA,NA,NA,NA,,,,,,,,,NA,NA,,,NA,1169,1,1169,1169
Aco010278,LG25,yes,no,no,NA,NA,NA,NA,,,,,,,yes,,NA,NA,,,00_#W_CircadianOscillator_WD_repeat-containing_protein_RUP2,1253,1,1253,1253
Aco010280,LG25,yes,no,no,NA,NA,NA,NA,,,,,,,yes,,NA,NA,,,00_#W_ProtonPump_VHA-F_03_VATPase,171.6,5,858,77
Aco010296,LG25,yes,no,no,NA,NA,NA,NA,,,,,,,,,NA,NA,,,NA,867.5,2,1735,478
Aco010298,LG25,yes,no,no,NA,NA,NA,NA,,,,,,,,,NA,NA,,,NA,282.25,4,1129,120
Aco010300,LG25,yes,no,no,NA,NA,NA,NA,,,,,,,,,NA,NA,,,NA,456.6666667,3,1370,153
Aco010310,LG25,no,no,yes,yes,NA,NA,NA,,,,,,,,,NA,NA,yes,,10_Glucogenesis_specific_dayC3,557.5,4,2230,229
Aco010312,LG25,no,no,yes,NA,NA,NA,NA,,,,yes,,,,,NA,NA,,,06_Drough_resistance_genes_LEA,364,3,1092,276
Aco010315,LG25,no,yes,no,NA,NA,NA,NA,,,,yes,,,,,NA,NA,,,06_Drough_resistance_genes_LEA,369.5,2,739,353
Aco010319,LG25,yes,no,no,NA,NA,NA,NA,,,,,,,,,NA,NA,,,NA,892.5,2,1785,644
Aco010322,LG25,yes,no,no,NA,NA,NA,NA,,,,,,,,,NA,NA,,,NA,419.5,4,1678,162
Aco010340,LG25,yes,no,no,NA,NA,NA,NA,,,,,,,,,NA,NA,,,NA,640.6666667,3,1922,119
Aco010341,LG25,yes,no,no,NA,NA,NA,NA,,,,,,,,,NA,NA,,,NA,306.25,4,1225,203
Aco010367,LG03,no,yes,no,yes,NA,NA,NA,,,,,,,,,NA,NA,,,NA,170.7307692,26,4439,51
Aco010377,LG03,no,yes,no,yes,NA,NA,NA,,,,,,,,,NA,NA,,,NA,237.7,10,2377,80
Aco010381,LG03,yes,no,no,NA,NA,NA,NA,,,,,,,,,NA,NA,yes,,10_Glucogenesis_specific_dayC3,107.25,12,1287,44
Aco010390,LG03,no,yes,no,NA,NA,NA,NA,,,yes,,,,,,NA,NA,,,02_Aquaporins,399.3333333,3,1198,140
Aco010438,LG03,no,yes,no,NA,NA,NA,NA,,,,,,,,,NA,NA,yes,,11_Glycolysis_night_C4_malate_pathway,361,5,1805,51
Aco010466,LG03,yes,no,no,NA,NA,NA,NA,,,,,,,,,NA,NA,,,NA,2201,1,2201,2201
Aco010544,LG07,yes,no,no,NA,NA,NA,NA,,,,,,,,,NA,NA,,,NA,436.3333333,6,2618,167
Aco010549,LG07,yes,no,no,NA,NA,NA,5974,,,,,,,,,NA,NA,,,NA,126.4444444,9,1138,39
Aco010557,LG07,yes,no,no,NA,NA,NA,NA,,,,,,,,,NA,NA,,,NA,1203,2,2406,925
Aco010572,LG07,yes,no,no,NA,NA,NA,NA,,,,,,,,,NA,NA,yes,,10_Glucogenesis_specific_dayC3,161.875,8,1295,83
Aco010579,LG07,yes,no,no,NA,NA,NA,NA,,,,,,,,,NA,NA,,,NA,1979,1,1979,1979
Aco010590,LG07,yes,no,no,NA,NA,NA,NA,,,,,,,,,NA,NA,,,NA,562,2,1124,488
Aco010614,LG07,no,yes,no,NA,NA,NA,NA,,,,,,,,,NA,NA,yes,,10_Glucogenesis_specific_dayC3,491,3,1473,177
Aco010619,LG07,yes,no,no,NA,NA,NA,NA,,,,,,,,,NA,NA,,,NA,458.25,4,1833,247
Aco010620,LG07,no,yes,no,NA,NA,NA,NA,,,,,,,,,NA,NA,yes,,10_Glucogenesis_specific_dayC3,345.8,5,1729,58
Aco010624,LG07,yes,no,no,NA,NA,NA,NA,,,,,,,,,NA,NA,,,NA,2342,1,2342,2342
Aco010634,LG07,no,no,yes,NA,NA,NA,NA,,,,yes,,,,,NA,NA,,,06_Drough_resistance_genes_LEA,704.5,2,1409,420
Aco010638,LG07,no,yes,no,NA,NA,NA,NA,,,,yes,,,,,NA,NA,,,06_Drough_resistance_genes_LEA,383,2,766,278
Aco010641,LG07,yes,no,no,NA,NA,yes,NA,,,,,,,,,NA,NA,,,NA,447,2,894,362
Aco010642,LG07,yes,no,no,NA,NA,NA,NA,,,,,,,,,NA,NA,,,NA,1658,1,1658,1658
Aco010678,LG10,yes,no,no,NA,NA,NA,NA,,,,,,,,,NA,NA,,,NA,557.5,2,1115,239
Aco010696,LG10,yes,no,no,NA,NA,NA,NA,,,,,,,,,NA,NA,,,NA,350.4,5,1752,158
Aco010710,LG10,yes,no,no,NA,NA,NA,NA,,,,,,,,,ALB_F_dihydroflavonol 4-reductase,NA,yes,,10_Glucogenesis_specific_dayC3,259.6,5,1298,169
Aco010716,LG10,no,yes,no,NA,NA,NA,NA,,,,,,,,,NA,Populus trichocarpa Argonaute 4 family protein (POPTR_0001s22710g) mRNA_ complete cds,,,NA,113.25,12,1359,15
Aco010721,LG10,yes,no,no,NA,NA,NA,NA,,,,,,,,,NA,NA,,,NA,948.5,2,1897,351
Aco010725,LG10,no,yes,no,NA,NA,NA,NA,,,,,,,yes,,NA,NA,,,00_#W_MalateTransporter_ALMT_10_Glucogenesis_specific_dayC3,275.1666667,6,1651,139
Aco010731,LG10,yes,no,no,NA,NA,NA,NA,,,,,,,,,NA,NA,,,NA,639,3,1917,125
Aco010740,LG10,no,yes,no,yes,NA,NA,NA,,,,,,,,,NA,NA,,,NA,501,2,1002,461
Aco010747,LG10,yes,no,no,NA,NA,NA,6320,,,,,,,,,NA,NA,,,NA,301.625,8,2413,125
Aco010748,LG10,yes,no,no,NA,NA,NA,NA,,,,,,,,,NA,NA,yes,,10_Glucogenesis_specific_dayC3,237.6666667,6,1426,23
Aco010756,LG10,no,yes,no,NA,NA,NA,NA,,,,,,,,,NA,NA,yes,,11_Glycolysis_night_C4_malate_pathway,430,6,2580,31
Aco010770,LG10,no,yes,no,NA,NA,NA,6689,,,,,,,,,NA,NA,,,NA,126.1818182,11,1388,45
Aco010774,LG10,yes,no,no,NA,NA,NA,6303,,,,,,,,,NA,NA,,,NA,162.375,8,1299,20
Aco010779,LG10,no,yes,no,yes,NA,NA,NA,,,,,,,,,NA,NA,,,NA,295.5,2,591,286
Aco010780,LG10,yes,no,no,NA,NA,NA,NA,,,,,,,,,NA,NA,,,NA,571,2,1142,523
Aco010787,LG10,yes,no,no,NA,NA,NA,NA,,,,,,,,,NA,NA,,,NA,877.5,2,1755,654
Aco010792,LG10,yes,no,no,NA,NA,NA,6038,,,,,,,,,NA,NA,,,NA,183.9,10,1839,79
Aco010811,LG10,yes,no,no,NA,NA,NA,NA,,,,,,,,,NA,NA,yes,,10_Glucogenesis_specific_dayC3,184,14,2576,60
Aco010816,LG10,no,yes,no,NA,NA,NA,NA,,,yes,,,,,,NA,NA,,,02_Aquaporins,349.6666667,3,1049,212
Aco010827,LG10,no,yes,no,NA,NA,NA,NA,,,,yes,,,,,NA,NA,,,06_Drough_resistance_genes_LEA,336.5,2,673,174
Aco010835,LG10,yes,no,no,NA,NA,NA,5919,,,,,,,,,NA,NA,,,NA,404.75,4,1619,85
Aco010847,LG10,yes,no,no,NA,NA,NA,NA,,,,,,,,,NA,NA,,,NA,1133,1,1133,1133
Aco010977,LG04,NA,NA,NA,NA,NA,NA,NA,,,yes,,,,,,NA,NA,,,02_Aquaporins,362.3333333,3,1087,225
Aco010980,LG04,yes,no,no,NA,NA,NA,NA,,,,,,,,yes,NA,NA,,,04_Oxygen_evolving_enhancer_OEE,93.5,6,561,71
Aco010982,LG04,yes,no,no,NA,NA,NA,NA,,,,,,,,,NA,NA,,,NA,596.6666667,3,1790,395
Aco011000,LG04,yes,no,no,NA,NA,NA,NA,,,,,,,,,NA,NA,,,NA,686,2,1372,583
Aco011010,LG04,yes,no,no,NA,NA,NA,5926,,,,,,,,,NA,NA,,,NA,118.7777778,9,1069,58
Aco011011,LG04,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,NA,NA,yes,,10_Glucogenesis_specific_dayC3,226.2857143,7,1584,50
Aco011012,LG04,no,yes,no,NA,NA,NA,NA,,,,,,,yes,,NA,NA,,,00_#W_CircadianOscillator_Pseudo-response_regulator7,254.6363636,11,2801,109
Aco011025,LG04,yes,no,no,NA,NA,NA,NA,,,,,,,,,NA,NA,,,NA,737.5,2,1475,647
Aco011032,LG04,yes,no,no,NA,NA,NA,NA,,,,,,,,,NA,NA,,,NA,349.6666667,6,2098,191
Aco011047,LG04,no,yes,no,NA,NA,NA,NA,,,,,,,yes,,NA,NA,,,00_#W_StomatalMovement_Phospholipase_C,200.2941176,17,3405,86
Aco011051,LG04,no,no,yes,NA,NA,NA,NA,,,,,,,,,ALB_F_anthocyanidin synthase,NA,,,NA,256.25,4,1025,157
Aco011056,LG04,yes,no,no,NA,NA,NA,NA,,,,,,,,,NA,NA,yes,,11_Glycolysis_night_C4_malate_pathway,325,3,975,230
Aco011067,LG04,no,yes,no,NA,NA,NA,NA,,,,yes,,,,,NA,NA,,,06_Drough_resistance_genes_LEA,141.5,2,283,114
Aco011075,LG04,yes,no,no,NA,NA,NA,NA,,,,,,,,,NA,NA,,,NA,741,2,1482,617
Aco011098,LG04,yes,no,no,NA,NA,NA,NA,,,,,,,,,NA,NA,,,NA,845,2,1690,605
Aco011105,LG04,no,yes,no,yes,NA,NA,NA,,,,,,,,,NA,NA,,,NA,221.6,10,2216,59
Aco011162,LG04,yes,no,no,NA,NA,NA,NA,,,,,,,,,NA,NA,,,NA,293.5,6,1761,125
Aco011172,LG04,yes,no,no,NA,NA,NA,NA,,,,yes,,,,,NA,NA,,,06_Drough_resistance_genes_LEA,629,1,629,629
Aco011192,LG01,yes,no,no,NA,NA,NA,NA,,,,,,,,,NA,NA,,,NA,823.5,2,1647,805
Aco011198,LG01,yes,no,no,NA,NA,NA,NA,,yes,,,,,,,NA,NA,,,01d_Auxin_reponse_factor,1018.5,2,2037,965
Aco011204,LG01,yes,no,no,NA,NA,NA,NA,,,,,,,,,NA,NA,,,NA,536.3333333,3,1609,277
Aco011238,LG01,yes,no,no,NA,NA,NA,NA,,,,,,,,,NA,NA,,,NA,1625,1,1625,1625
Aco011239,LG01,yes,no,no,NA,NA,NA,6961,,,,,,,,,NA,NA,,,NA,156.6666667,9,1410,57
Aco011246,LG01,yes,no,no,NA,NA,NA,NA,,,,,,,,,NA,NA,,,NA,458.3333333,3,1375,246
Aco011261,LG01,yes,no,no,NA,NA,NA,NA,,,,,,,,,NA,NA,,,NA,437.6666667,3,1313,276
Aco011262,LG01,no,yes,no,yes,NA,NA,NA,,,,,,,,,NA,NA,,,NA,1110.5,2,2221,981
Aco011283,LG01,yes,no,no,NA,NA,NA,6979,,,,,,,,,NA,NA,,,NA,141.7777778,9,1276,50
Aco011299,LG01,no,yes,no,NA,yes,NA,NA,,,,,,,,,NA,NA,,,NA,1670,1,1670,1670
Aco011300,LG01,no,yes,no,NA,NA,NA,NA,,,,,,,,,NA,NA,yes,,10_Glucogenesis_specific_dayC3,252,6,1512,100
Aco011306,LG01,yes,no,no,yes,NA,NA,NA,,,,,,,,,NA,NA,,,NA,368,5,1840,141
Aco011332,LG01,yes,no,no,NA,NA,NA,NA,,,,,,,,,NA,NA,,,NA,722,2,1444,604
Aco011338,LG01,yes,no,no,NA,NA,NA,NA,,,,,,,,,NA,NA,,,NA,491.3333333,3,1474,151
Aco011346,LG01,yes,no,no,NA,NA,NA,5791,,,,,,,,,NA,NA,,,NA,104.3333333,12,1252,46
Aco011349,LG01,yes,no,no,NA,NA,NA,5034,,,,,,,,,NA,NA,,,NA,205,6,1230,69
Aco011352,LG01,yes,no,no,NA,NA,NA,NA,,,,,,,,,NA,NA,,,NA,367,3,1101,210
Aco011371,LG01,yes,no,no,NA,NA,NA,NA,,,,,,,,,NA,NA,,,NA,279.8,5,1399,133
Aco011378,LG01,yes,no,no,NA,NA,NA,NA,,,,,,,,,NA,NA,,,NA,1760,1,1760,1760
Aco011401,LG01,yes,no,no,NA,NA,NA,NA,,,,,,,,,NA,NA,,,NA,671.5,4,2686,241
Aco011462,LG06,yes,no,no,NA,NA,NA,NA,,,,,,,,,NA,NA,,,NA,421.3333333,3,1264,249
Aco011464,LG06,no,no,yes,NA,NA,NA,NA,,yes,,,,,,,NA,NA,,,01d_Auxin_reponse_factor,219.9333333,15,3299,56
Aco011466,LG06,no,yes,no,NA,NA,NA,NA,,,,,,,,,NA,PREDICTED: Solanum tuberosum protein HUA ENHANCER 2-like (LOC102587942)_ transcript variant X3_ mRNA,,,NA,212.5294118,17,3613,68
Aco011496,LG06,yes,no,no,yes,NA,NA,NA,,,,,,,,yes,NA,NA,,,03_VATPase,279.25,4,1117,77
Aco011515,LG06,yes,no,no,NA,NA,NA,6404,,,,,,,,,NA,NA,,,NA,139.3333333,9,1254,49
Aco011516,LG06,no,yes,no,yes,NA,NA,NA,,,,,,,,,NA,NA,,,NA,297.2222222,9,2675,48
Aco011527,LG06,no,no,yes,NA,yes,NA,NA,,,,,,,,,NA,NA,,,NA,251.9473684,19,4787,5
Aco011528,LG06,no,yes,no,NA,NA,NA,NA,,,,,,,,,NA,NA,yes,,10_Glucogenesis_specific_dayC3,223,8,1784,62
Aco011530,LG06,yes,no,no,NA,NA,NA,NA,,,,,,,,,NA,NA,yes,,10_Glucogenesis_specific_dayC3,516.75,4,2067,221
Aco011531,LG06,yes,no,no,NA,NA,NA,NA,,,,,,,,,NA,NA,yes,,11_Glycolysis_night_C4_malate_pathway,320,4,1280,247
Aco011560,LG06,yes,no,no,NA,NA,NA,NA,,,,,,,,,NA,NA,,,NA,1109,2,2218,344
Aco011590,LG06,yes,no,no,NA,NA,NA,6406,,,,,,,,,NA,NA,,,NA,138.9166667,12,1667,59
Aco011609,LG06,no,yes,no,NA,NA,NA,NA,,,,,,,,,NA,NA,yes,,10_Glucogenesis_specific_dayC3,128.2307692,13,1667,70
Aco011644,LG08,yes,no,no,NA,NA,NA,NA,,,,,,,,,NA,NA,,,NA,334.5,4,1338,112
Aco011651,LG08,no,yes,no,NA,NA,NA,NA,,,,,,,,,NA,NA,yes,,10_Glucogenesis_specific_dayC3,203.5555556,9,1832,74
Aco011671,LG08,yes,no,no,NA,NA,NA,NA,,,,,,,,,NA,NA,,,NA,1868,1,1868,1868
Aco011681,LG08,yes,no,no,NA,NA,NA,NA,,,,,,,,,NA,NA,,,NA,463.6666667,3,1391,208
Aco011700,LG08,NA,NA,NA,yes,NA,NA,NA,,,,,,,,,NA,NA,,,NA,201.5,6,1209,27
Aco011705,LG08,NA,NA,NA,NA,NA,NA,NA,,,yes,,,,,,NA,NA,,,02_Aquaporins,333,3,999,190
Aco011709,LG08,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,ALB_L_malonyl-coenzyme a: anthocyanin 3-o-glucoside-6 -o-malonyltransferase,NA,,,NA,526,3,1578,367
Aco011710,LG08,yes,no,no,NA,NA,NA,NA,,,,,,,,,NA,NA,yes,,11_Glycolysis_night_C4_malate_pathway,271.3333333,9,2442,21
Aco011720,LG08,yes,no,no,NA,NA,NA,NA,,,,,,,,,NA,NA,,,NA,1083,2,2166,625
Aco011724,LG08,yes,no,no,NA,NA,NA,6785,,,,,,,,,NA,NA,,,NA,178.8333333,6,1073,51
Aco011740,LG08,yes,no,no,NA,NA,NA,6398,,,,,,,,,NA,NA,,,NA,233.4,5,1167,77
Aco011789,LG08,yes,no,no,NA,NA,NA,NA,,,,,,,,,NA,NA,yes,,11_Glycolysis_night_C4_malate_pathway,160.7777778,9,1447,63
Aco011792,LG08,yes,no,no,NA,NA,NA,NA,,,,,,,,,NA,NA,,,NA,2186,1,2186,2186
Aco011813,LG08,yes,no,no,NA,NA,NA,NA,,,,,,,,,NA,PREDICTED: Vitis vinifera putative tRNA pseudouridine synthase Pus10 (LOC100242087)_ transcript variant X1_ mRNA,,,NA,146,15,2190,55
